nombre,anio,mes,semana,cereales,legumbres
ARGANDA DEL REY,2026,10,41,0,0
ALCALA DE HENARES,2026,10,41,0,0
ROZAS DE PUERTO REAL,2026,10,41,0,0
ALPEDRETE,2026,10,41,0,0
TIELMES,2026,10,41,0,0
PUERTO DE NAVACERRADA,2026,10,41,0,0
GETAFE,2026,10,41,0,0
"MADRID, RETIRO",2026,10,41,0,0
"MADRID, CUATRO VIENTOS",2026,10,41,0,0
COLMENAR VIEJO,2026,10,41,0,0
PUERTO ALTO DEL LEÓN,2026,10,41,0,0
MADRID AEROPUERTO,2026,10,41,0,0
ARANJUEZ,2026,10,41,0,0
BUITRAGO DEL LOZOYA,2026,10,41,0,0
ROBLEDO DE CHAVELA,2026,10,41,0,0
RASCAFRÍA,2026,10,41,0,0
"MADRID, EL GOLOSO",2026,10,41,0,0
POZUELO DE ALARCÓN,2026,10,41,0,0
SOMOSIERRA,2026,10,41,0,0
VALDEMORILLO,2026,10,41,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,41,0,0
ARGANDA DEL REY,2026,10,41,0,0
ALCALA DE HENARES,2026,10,41,0,0
ROZAS DE PUERTO REAL,2026,10,41,0,0
ALPEDRETE,2026,10,41,0,0
TIELMES,2026,10,41,0,0
PUERTO DE NAVACERRADA,2026,10,41,0,0
GETAFE,2026,10,41,0,0
"MADRID, RETIRO",2026,10,41,0,0
"MADRID, CUATRO VIENTOS",2026,10,41,0,0
COLMENAR VIEJO,2026,10,41,0,0
PUERTO ALTO DEL LEÓN,2026,10,41,0,0
MADRID AEROPUERTO,2026,10,41,0,0
ARANJUEZ,2026,10,41,0,0
BUITRAGO DEL LOZOYA,2026,10,41,0,0
ROBLEDO DE CHAVELA,2026,10,41,0,0
RASCAFRÍA,2026,10,41,0,0
"MADRID, EL GOLOSO",2026,10,41,0,0
POZUELO DE ALARCÓN,2026,10,41,0,0
SOMOSIERRA,2026,10,41,0,0
VALDEMORILLO,2026,10,41,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,41,0,0
ARGANDA DEL REY,2026,10,41,0,0
ALCALA DE HENARES,2026,10,41,0,0
ROZAS DE PUERTO REAL,2026,10,41,0,0
ALPEDRETE,2026,10,41,0,0
TIELMES,2026,10,41,0,0
PUERTO DE NAVACERRADA,2026,10,41,0,0
GETAFE,2026,10,41,0,0
"MADRID, RETIRO",2026,10,41,0,0
"MADRID, CUATRO VIENTOS",2026,10,41,0,0
COLMENAR VIEJO,2026,10,41,0,0
PUERTO ALTO DEL LEÓN,2026,10,41,0,0
MADRID AEROPUERTO,2026,10,41,0,0
ARANJUEZ,2026,10,41,0,0
BUITRAGO DEL LOZOYA,2026,10,41,0,0
ROBLEDO DE CHAVELA,2026,10,41,0,0
RASCAFRÍA,2026,10,41,0,0
"MADRID, EL GOLOSO",2026,10,41,0,0
POZUELO DE ALARCÓN,2026,10,41,0,0
SOMOSIERRA,2026,10,41,0,0
VALDEMORILLO,2026,10,41,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,41,0,0
ARGANDA DEL REY,2026,10,41,0,0
ALCALA DE HENARES,2026,10,41,0,0
ROZAS DE PUERTO REAL,2026,10,41,0,0
ALPEDRETE,2026,10,41,0,0
TIELMES,2026,10,41,0,0
PUERTO DE NAVACERRADA,2026,10,41,0,0
GETAFE,2026,10,41,0,0
"MADRID, RETIRO",2026,10,41,0,0
"MADRID, CUATRO VIENTOS",2026,10,41,0,0
COLMENAR VIEJO,2026,10,41,0,0
PUERTO ALTO DEL LEÓN,2026,10,41,0,0
MADRID AEROPUERTO,2026,10,41,0,0
ARANJUEZ,2026,10,41,0,0
BUITRAGO DEL LOZOYA,2026,10,41,0,0
ROBLEDO DE CHAVELA,2026,10,41,0,0
RASCAFRÍA,2026,10,41,0,0
"MADRID, EL GOLOSO",2026,10,41,0,0
POZUELO DE ALARCÓN,2026,10,41,0,0
SOMOSIERRA,2026,10,41,0,0
VALDEMORILLO,2026,10,41,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,41,0,0
ARGANDA DEL REY,2026,10,41,0,0
ALCALA DE HENARES,2026,10,41,0,0
ROZAS DE PUERTO REAL,2026,10,41,0,0
ALPEDRETE,2026,10,41,0,0
TIELMES,2026,10,41,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,42,0,0
GETAFE,2026,10,42,0,0
"MADRID, RETIRO",2026,10,42,0,0
"MADRID, CUATRO VIENTOS",2026,10,42,0,0
COLMENAR VIEJO,2026,10,42,0,0
PUERTO ALTO DEL LEÓN,2026,10,42,0,0
MADRID AEROPUERTO,2026,10,42,0,0
ARANJUEZ,2026,10,42,0,0
BUITRAGO DEL LOZOYA,2026,10,42,0,0
ROBLEDO DE CHAVELA,2026,10,42,0,0
RASCAFRÍA,2026,10,42,0,0
"MADRID, EL GOLOSO",2026,10,42,0,0
POZUELO DE ALARCÓN,2026,10,42,0,0
SOMOSIERRA,2026,10,42,0,0
VALDEMORILLO,2026,10,42,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,42,0,0
ARGANDA DEL REY,2026,10,42,0,0
ALCALA DE HENARES,2026,10,42,0,0
ROZAS DE PUERTO REAL,2026,10,42,0,0
ALPEDRETE,2026,10,42,0,0
TIELMES,2026,10,42,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,43,0,0
GETAFE,2026,10,43,0,0
"MADRID, RETIRO",2026,10,43,0,0
"MADRID, CUATRO VIENTOS",2026,10,43,0,0
COLMENAR VIEJO,2026,10,43,0,0
PUERTO ALTO DEL LEÓN,2026,10,43,0,0
MADRID AEROPUERTO,2026,10,43,0,0
ARANJUEZ,2026,10,43,0,0
BUITRAGO DEL LOZOYA,2026,10,43,0,0
ROBLEDO DE CHAVELA,2026,10,43,0,0
RASCAFRÍA,2026,10,43,0,0
"MADRID, EL GOLOSO",2026,10,43,0,0
POZUELO DE ALARCÓN,2026,10,43,0,0
SOMOSIERRA,2026,10,43,0,0
VALDEMORILLO,2026,10,43,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,43,0,0
ARGANDA DEL REY,2026,10,43,0,0
ALCALA DE HENARES,2026,10,43,0,0
ROZAS DE PUERTO REAL,2026,10,43,0,0
ALPEDRETE,2026,10,43,0,0
TIELMES,2026,10,43,0,0
PUERTO DE NAVACERRADA,2026,10,44,0,0
GETAFE,2026,10,44,0,0
"MADRID, RETIRO",2026,10,44,0,0
"MADRID, CUATRO VIENTOS",2026,10,44,0,0
COLMENAR VIEJO,2026,10,44,0,0
PUERTO ALTO DEL LEÓN,2026,10,44,0,0
MADRID AEROPUERTO,2026,10,44,0,0
ARANJUEZ,2026,10,44,0,0
BUITRAGO DEL LOZOYA,2026,10,44,0,0
ROBLEDO DE CHAVELA,2026,10,44,0,0
RASCAFRÍA,2026,10,44,0,0
"MADRID, EL GOLOSO",2026,10,44,0,0
POZUELO DE ALARCÓN,2026,10,44,0,0
SOMOSIERRA,2026,10,44,0,0
VALDEMORILLO,2026,10,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,44,0,0
ARGANDA DEL REY,2026,10,44,0,0
ALCALA DE HENARES,2026,10,44,0,0
ROZAS DE PUERTO REAL,2026,10,44,0,0
ALPEDRETE,2026,10,44,0,0
TIELMES,2026,10,44,0,0
PUERTO DE NAVACERRADA,2026,10,44,0,0
GETAFE,2026,10,44,0,0
"MADRID, RETIRO",2026,10,44,0,0
"MADRID, CUATRO VIENTOS",2026,10,44,0,0
COLMENAR VIEJO,2026,10,44,0,0
PUERTO ALTO DEL LEÓN,2026,10,44,0,0
MADRID AEROPUERTO,2026,10,44,0,0
ARANJUEZ,2026,10,44,0,0
BUITRAGO DEL LOZOYA,2026,10,44,0,0
ROBLEDO DE CHAVELA,2026,10,44,0,0
RASCAFRÍA,2026,10,44,0,0
"MADRID, EL GOLOSO",2026,10,44,0,0
POZUELO DE ALARCÓN,2026,10,44,0,0
SOMOSIERRA,2026,10,44,0,0
VALDEMORILLO,2026,10,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,44,0,0
ARGANDA DEL REY,2026,10,44,0,0
ALCALA DE HENARES,2026,10,44,0,0
ROZAS DE PUERTO REAL,2026,10,44,0,0
ALPEDRETE,2026,10,44,0,0
TIELMES,2026,10,44,0,0
PUERTO DE NAVACERRADA,2026,10,44,0,0
GETAFE,2026,10,44,0,0
"MADRID, RETIRO",2026,10,44,0,0
"MADRID, CUATRO VIENTOS",2026,10,44,0,0
COLMENAR VIEJO,2026,10,44,0,0
PUERTO ALTO DEL LEÓN,2026,10,44,0,0
MADRID AEROPUERTO,2026,10,44,0,0
ARANJUEZ,2026,10,44,0,0
BUITRAGO DEL LOZOYA,2026,10,44,0,0
ROBLEDO DE CHAVELA,2026,10,44,0,0
RASCAFRÍA,2026,10,44,0,0
"MADRID, EL GOLOSO",2026,10,44,0,0
POZUELO DE ALARCÓN,2026,10,44,0,0
SOMOSIERRA,2026,10,44,0,0
VALDEMORILLO,2026,10,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,44,0,0
ARGANDA DEL REY,2026,10,44,0,0
ALCALA DE HENARES,2026,10,44,0,0
ROZAS DE PUERTO REAL,2026,10,44,0,0
ALPEDRETE,2026,10,44,0,0
TIELMES,2026,10,44,0,0
PUERTO DE NAVACERRADA,2026,10,44,0,0
GETAFE,2026,10,44,0,0
"MADRID, RETIRO",2026,10,44,0,0
"MADRID, CUATRO VIENTOS",2026,10,44,0,0
COLMENAR VIEJO,2026,10,44,0,0
PUERTO ALTO DEL LEÓN,2026,10,44,0,0
MADRID AEROPUERTO,2026,10,44,0,0
ARANJUEZ,2026,10,44,0,0
BUITRAGO DEL LOZOYA,2026,10,44,0,0
ROBLEDO DE CHAVELA,2026,10,44,0,0
RASCAFRÍA,2026,10,44,0,0
"MADRID, EL GOLOSO",2026,10,44,0,0
POZUELO DE ALARCÓN,2026,10,44,0,0
SOMOSIERRA,2026,10,44,0,0
VALDEMORILLO,2026,10,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,44,0,0
ARGANDA DEL REY,2026,10,44,0,0
ALCALA DE HENARES,2026,10,44,0,0
ROZAS DE PUERTO REAL,2026,10,44,0,0
ALPEDRETE,2026,10,44,0,0
TIELMES,2026,10,44,0,0
PUERTO DE NAVACERRADA,2026,10,44,0,0
GETAFE,2026,10,44,0,0
"MADRID, RETIRO",2026,10,44,0,0
"MADRID, CUATRO VIENTOS",2026,10,44,0,0
COLMENAR VIEJO,2026,10,44,0,0
PUERTO ALTO DEL LEÓN,2026,10,44,0,0
MADRID AEROPUERTO,2026,10,44,0,0
ARANJUEZ,2026,10,44,0,0
BUITRAGO DEL LOZOYA,2026,10,44,0,0
ROBLEDO DE CHAVELA,2026,10,44,0,0
RASCAFRÍA,2026,10,44,0,0
"MADRID, EL GOLOSO",2026,10,44,0,0
POZUELO DE ALARCÓN,2026,10,44,0,0
SOMOSIERRA,2026,10,44,0,0
VALDEMORILLO,2026,10,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,44,0,0
ARGANDA DEL REY,2026,10,44,0,0
ALCALA DE HENARES,2026,10,44,0,0
ROZAS DE PUERTO REAL,2026,10,44,0,0
ALPEDRETE,2026,10,44,0,0
TIELMES,2026,10,44,0,0
PUERTO DE NAVACERRADA,2026,10,44,0,0
GETAFE,2026,10,44,0,0
"MADRID, RETIRO",2026,10,44,0,0
"MADRID, CUATRO VIENTOS",2026,10,44,0,0
COLMENAR VIEJO,2026,10,44,0,0
PUERTO ALTO DEL LEÓN,2026,10,44,0,0
MADRID AEROPUERTO,2026,10,44,0,0
ARANJUEZ,2026,10,44,0,0
BUITRAGO DEL LOZOYA,2026,10,44,0,0
ROBLEDO DE CHAVELA,2026,10,44,0,0
RASCAFRÍA,2026,10,44,0,0
"MADRID, EL GOLOSO",2026,10,44,0,0
POZUELO DE ALARCÓN,2026,10,44,0,0
SOMOSIERRA,2026,10,44,0,0
VALDEMORILLO,2026,10,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,10,44,0,0
ARGANDA DEL REY,2026,10,44,0,0
ALCALA DE HENARES,2026,10,44,0,0
ROZAS DE PUERTO REAL,2026,10,44,0,0
ALPEDRETE,2026,10,44,0,0
TIELMES,2026,10,44,0,0
PUERTO DE NAVACERRADA,2026,11,44,0,0
GETAFE,2026,11,44,0,0
"MADRID, RETIRO",2026,11,44,0,0
"MADRID, CUATRO VIENTOS",2026,11,44,0,0
COLMENAR VIEJO,2026,11,44,0,0
PUERTO ALTO DEL LEÓN,2026,11,44,0,0
MADRID AEROPUERTO,2026,11,44,0,0
ARANJUEZ,2026,11,44,0,0
BUITRAGO DEL LOZOYA,2026,11,44,0,0
ROBLEDO DE CHAVELA,2026,11,44,0,0
RASCAFRÍA,2026,11,44,0,0
"MADRID, EL GOLOSO",2026,11,44,0,0
POZUELO DE ALARCÓN,2026,11,44,0,0
SOMOSIERRA,2026,11,44,0,0
VALDEMORILLO,2026,11,44,0,0
SAN SEBASTIÁN DE LOS REYES,2026,11,44,0,0
ARGANDA DEL REY,2026,11,44,0,0
ALCALA DE HENARES,2026,11,44,0,0
ROZAS DE PUERTO REAL,2026,11,44,0,0
ALPEDRETE,2026,11,44,0,0
TIELMES,2026,11,44,0,0
PUERTO DE NAVACERRADA,2026,11,45,0,0
GETAFE,2026,11,45,0,0
"MADRID, RETIRO",2026,11,45,0,0
"MADRID, CUATRO VIENTOS",2026,11,45,0,0
COLMENAR VIEJO,2026,11,45,0,0
PUERTO ALTO DEL LEÓN,2026,11,45,0,0
MADRID AEROPUERTO,2026,11,45,0,0
ARANJUEZ,2026,11,45,0,0
BUITRAGO DEL LOZOYA,2026,11,45,0,0
ROBLEDO DE CHAVELA,2026,11,45,0,0
RASCAFRÍA,2026,11,45,0,0
"MADRID, EL GOLOSO",2026,11,45,0,0
POZUELO DE ALARCÓN,2026,11,45,0,0
SOMOSIERRA,2026,11,45,0,0
VALDEMORILLO,2026,11,45,0,0
SAN SEBASTIÁN DE LOS REYES,2026,11,45,0,0
ARGANDA DEL REY,2026,11,45,0,0
ALCALA DE HENARES,2026,11,45,0,0
ROZAS DE PUERTO REAL,2026,11,45,0,0
ALPEDRETE,2026,11,45,0,0
TIELMES,2026,11,45,0,0
PUERTO DE NAVACERRADA,2026,11,45,0,0
GETAFE,2026,11,45,0,0
"MADRID, RETIRO",2026,11,45,0,0
"MADRID, CUATRO VIENTOS",2026,11,45,0,0
COLMENAR VIEJO,2026,11,45,0,0
PUERTO ALTO DEL LEÓN,2026,11,45,0,0
MADRID AEROPUERTO,2026,11,45,0,0
ARANJUEZ,2026,11,45,0,0
BUITRAGO DEL LOZOYA,2026,11,45,0,0
ROBLEDO DE CHAVELA,2026,11,45,0,0
RASCAFRÍA,2026,11,45,0,0
"MADRID, EL GOLOSO",2026,11,45,0,0
POZUELO DE ALARCÓN,2026,11,45,0,0
SOMOSIERRA,2026,11,45,0,0
VALDEMORILLO,2026,11,45,0,0
SAN SEBASTIÁN DE LOS REYES,2026,11,45,0,0
ARGANDA DEL REY,2026,11,45,0,0
ALCALA DE HENARES,2026,11,45,0,0
ROZAS DE PUERTO REAL,2026,11,45,0,0
ALPEDRETE,2026,11,45,0,0
TIELMES,2026,11,45,0,0
PUERTO DE NAVACERRADA,2026,11,45,0,0
GETAFE,2026,11,45,0,0
"MADRID, RETIRO",2026,11,45,0,0
"MADRID, CUATRO VIENTOS",2026,11,45,0,0
COLMENAR VIEJO,2026,11,45,0,0
PUERTO ALTO DEL LEÓN,2026,11,45,0,0
MADRID AEROPUERTO,2026,11,45,0,0
ARANJUEZ,2026,11,45,0,0
BUITRAGO DEL LOZOYA,2026,11,45,0,0
ROBLEDO DE CHAVELA,2026,11,45,0,0
